name,count,gender,area,age
Carole,2696,female,wallonia,18-64
Suzanne,2695,female,flanders,65-inf
Vic,2686,male,flanders,0-17
Warre,2685,male,flanders,0-17
Willy,2684,male,wallonia,65-inf
Karolien,2684,female,flanders,18-64
Gérard,2678,male,wallonia,65-inf
Anna,2678,female,wallonia,65-inf
Alice,2673,female,flanders,65-inf
Britt,2672,female,flanders,18-64
Victor,2662,male,wallonia,0-17
Antonio,2656,male,wallonia,18-64
Ruben,2648,male,flanders,0-17
Victor,2648,male,flanders,65-inf
Raymond,2647,male,wallonia,65-inf
Simone,2646,female,flanders,65-inf
Cathy,2645,female,wallonia,18-64
Sylvia,2644,female,flanders,18-64
Anna,2634,female,wallonia,18-64
Viviane,2632,female,wallonia,65-inf
Rosette,2632,female,flanders,65-inf
Hugo,2630,male,flanders,18-64
Juliette,2629,female,flanders,0-17
Céline,2629,female,flanders,18-64
Simon,2624,male,flanders,0-17
Marguerite,2623,female,wallonia,65-inf
Antoine,2623,male,flanders,65-inf
Patrice,2621,male,wallonia,18-64
Pierre,2610,male,flanders,18-64
Zoë,2609,female,flanders,0-17
Laurent,2606,male,flanders,18-64
Ahmed,2602,male,brussels,18-64
Claire,2592,female,wallonia,18-64
Bernard,2589,male,flanders,18-64
Petrus,2588,male,flanders,65-inf
Stéphanie,2586,female,flanders,18-64
Ivo,2579,male,flanders,18-64
Chloé,2579,female,wallonia,18-64
Anne,2578,female,brussels,18-64
Rudy,2577,male,wallonia,18-64
Arno,2576,male,flanders,18-64
Christiane,2571,female,wallonia,18-64
Ferre,2566,male,flanders,0-17
Mireille,2566,female,wallonia,65-inf
Sarah,2562,female,wallonia,0-17
Tessa,2561,female,flanders,18-64
Thomas,2559,male,brussels,18-64
Xander,2555,male,flanders,0-17
Nelly,2554,female,wallonia,65-inf
Sanne,2543,female,flanders,18-64
Maxim,2537,male,flanders,0-17
José,2532,male,wallonia,18-64
Lola,2530,female,wallonia,0-17
Sarah,2520,female,brussels,18-64
Diana,2520,female,flanders,65-inf
Tuur,2519,male,flanders,0-17
Mireille,2515,female,wallonia,18-64
Paulette,2512,female,wallonia,65-inf
Xavier,2508,male,flanders,18-64
Murielle,2507,female,wallonia,18-64
Madeleine,2502,female,wallonia,65-inf
Nadine,2500,female,flanders,65-inf
Cédric,2496,male,flanders,18-64
Frédéric,2491,male,flanders,18-64
Roel,2487,male,flanders,18-64
François,2482,male,flanders,18-64
Coralie,2480,female,wallonia,18-64
Patrick,2477,male,brussels,18-64
Christopher,2473,male,wallonia,18-64
Gilberte,2460,female,flanders,65-inf
Victoria,2457,female,wallonia,0-17
Valentin,2454,male,wallonia,18-64
Jade,2454,female,wallonia,0-17
Dave,2453,male,flanders,18-64
Joseph,2451,male,flanders,18-64
Raphaël,2448,male,wallonia,0-17
Robert,2448,male,wallonia,18-64
Ward,2447,male,flanders,18-64
Leon,2446,male,flanders,65-inf
Jean-Marie,2446,male,wallonia,18-64
Johannes,2444,male,flanders,18-64
Claudine,2433,female,flanders,18-64
Marnix,2431,male,flanders,18-64
Margot,2424,female,flanders,18-64
Mauro,2424,male,flanders,0-17
Kato,2417,female,flanders,0-17
Brent,2415,male,flanders,18-64
Serge,2411,male,wallonia,65-inf
Christa,2404,female,flanders,18-64
Renaud,2400,male,wallonia,18-64
Carl,2400,male,flanders,18-64
Sophie,2400,female,brussels,18-64
Morgane,2398,female,wallonia,18-64
Danielle,2396,female,wallonia,18-64
Paul,2386,male,wallonia,18-64
Jonas,2382,male,flanders,0-17
Nathan,2382,male,wallonia,18-64
Alexandra,2376,female,flanders,18-64
Lowie,2372,male,flanders,0-17
Emiel,2372,male,flanders,65-inf
Kim,2371,male,flanders,18-64
Johan,2359,male,wallonia,18-64
Daan,2359,male,flanders,18-64
Isabelle,2354,female,brussels,18-64
Emiel,2354,male,flanders,0-17
Louis,2353,male,wallonia,65-inf
Roger,2346,male,flanders,18-64
Jef,2344,male,flanders,18-64
Pierre,2343,male,brussels,18-64
Marcelle,2341,female,wallonia,65-inf
Lukas,2337,male,flanders,0-17
Tina,2336,female,flanders,18-64
Shana,2319,female,flanders,18-64
Nadia,2318,female,brussels,18-64
Marie-Thérèse,2317,female,wallonia,65-inf
Fatima,2313,female,wallonia,18-64
Nina,2312,female,flanders,18-64
Mathilde,2310,female,wallonia,18-64
Helena,2310,female,flanders,18-64
Margaretha,2308,female,flanders,65-inf
Marc,2308,male,brussels,18-64
Stephan,2307,male,flanders,18-64
Seppe,2306,male,flanders,18-64
Annie,2301,female,wallonia,18-64
Célia,2300,female,wallonia,0-17
Simon,2296,male,wallonia,0-17
Toon,2293,male,flanders,18-64
Jill,2292,female,flanders,18-64
Arne,2291,male,flanders,0-17
Corentin,2288,male,wallonia,18-64
Charles,2287,male,wallonia,18-64
Mathis,2284,male,wallonia,0-17
Vera,2283,female,flanders,65-inf
Ludo,2282,male,flanders,65-inf
Lander,2280,male,flanders,0-17
Brenda,2277,female,flanders,18-64
Sarah,2276,female,flanders,0-17
Odette,2276,female,flanders,65-inf
Eduard,2269,male,flanders,65-inf
Jean,2265,male,brussels,18-64
Martin,2262,male,wallonia,0-17
Anneleen,2260,female,flanders,18-64
Maurice,2255,male,wallonia,65-inf
Luca,2253,male,flanders,0-17
Marcel,2252,male,flanders,18-64
Rudy,2249,male,flanders,65-inf
Monique,2246,female,brussels,65-inf
Jos,2244,male,flanders,18-64
Dorine,2244,female,flanders,18-64
Evelyne,2244,female,wallonia,18-64
Nicolas,2242,male,wallonia,0-17
Gaëlle,2241,female,wallonia,18-64
Luc,2240,male,wallonia,65-inf
Karina,2238,female,flanders,18-64
Victor,2230,male,flanders,18-64
Maxime,2229,male,flanders,18-64
Joachim,2228,male,flanders,18-64
Fien,2223,female,flanders,18-64
William,2217,male,flanders,18-64
Cynthia,2215,female,flanders,18-64
Quinten,2213,male,flanders,0-17
Daniel,2210,male,brussels,18-64
Siebe,2207,male,flanders,0-17
Wout,2207,male,flanders,18-64
Louise,2202,female,wallonia,18-64
Katia,2201,female,flanders,18-64
Axel,2199,male,wallonia,18-64
Elise,2193,female,wallonia,0-17
Clément,2186,male,wallonia,0-17
Annemie,2182,female,flanders,18-64
Lodewijk,2181,male,flanders,65-inf
Charlotte,2181,female,wallonia,0-17
Camille,2178,female,flanders,0-17
Sam,2170,male,flanders,0-17
Myriam,2167,female,wallonia,65-inf
Rayan,2167,male,flanders,0-17
Diego,2166,male,wallonia,0-17
Cedric,2165,male,flanders,18-64
Mustafa,2158,male,flanders,18-64
Eline,2155,female,flanders,0-17
Marco,2155,male,flanders,18-64
Sigrid,2154,female,flanders,18-64
José,2154,male,flanders,65-inf
Timothy,2150,male,flanders,18-64
Laura,2149,female,brussels,18-64
Charles,2148,male,wallonia,65-inf
Piet,2147,male,flanders,18-64
Jean-Michel,2145,male,wallonia,18-64
Mia,2145,female,flanders,18-64
Jana,2143,female,flanders,0-17
Liam,2141,male,wallonia,0-17
Linda,2140,female,wallonia,18-64
Natalie,2138,female,flanders,18-64
Kévin,2136,male,wallonia,18-64
Christiaan,2133,male,flanders,65-inf
Lara,2129,female,flanders,0-17
Cecile,2128,female,flanders,65-inf
Fernand,2126,male,flanders,65-inf
Viviane,2126,female,wallonia,18-64
Yvonne,2126,female,wallonia,65-inf
Christian,2124,male,flanders,65-inf
Elise,2124,female,wallonia,18-64
Marie-Louise,2122,female,flanders,65-inf
Jean-Pierre,2120,male,flanders,18-64
Manon,2114,female,flanders,0-17
Jean-Claude,2111,male,wallonia,18-64
Robby,2110,male,flanders,18-64
Géraldine,2103,female,wallonia,18-64
Febe,2100,female,flanders,0-17
Sonja,2099,female,flanders,65-inf
Sandy,2094,female,flanders,18-64
Diane,2093,female,flanders,65-inf
Lucie,2093,female,wallonia,18-64
Madeleine,2091,female,flanders,65-inf
Anna,2091,female,brussels,18-64
Ruth,2090,female,flanders,18-64
Laura,2089,female,wallonia,0-17
Alice,2088,female,wallonia,18-64
Axelle,2087,female,flanders,0-17
Océane,2087,female,wallonia,18-64
Virginie,2085,female,flanders,18-64
Norbert,2082,male,flanders,65-inf
Jason,2071,male,wallonia,18-64
Evelyne,2071,female,flanders,18-64
Lucas,2068,male,flanders,18-64
Jacqueline,2067,female,brussels,65-inf
Baptiste,2066,male,wallonia,0-17
Femke,2063,female,flanders,0-17
Sharon,2055,female,flanders,18-64
Alain,2053,male,brussels,18-64
Luca,2053,male,wallonia,0-17
Claire,2051,female,wallonia,65-inf
Emilie,2051,female,wallonia,0-17
Louise,2051,female,flanders,18-64
Adam,2045,male,wallonia,0-17
Bryan,2043,male,wallonia,18-64
Giovanni,2042,male,wallonia,18-64
François,2040,male,wallonia,65-inf
Magda,2040,female,flanders,18-64
Enzo,2040,male,wallonia,0-17
Léon,2038,male,wallonia,65-inf
Tanja,2037,female,flanders,18-64
Elena,2035,female,flanders,18-64
Noémie,2033,female,wallonia,18-64
Jade,2033,female,flanders,0-17
Georges,2029,male,wallonia,18-64
Joseph,2027,male,wallonia,18-64
Catharina,2025,female,flanders,65-inf
Kirsten,2024,female,flanders,18-64
Anne-Sophie,2023,female,wallonia,18-64
Frank,2023,male,flanders,65-inf
Marjorie,2021,female,wallonia,18-64
René,2020,male,flanders,18-64
Elisa,2020,female,wallonia,0-17
Emmanuelle,2019,female,wallonia,18-64
Esther,2018,female,flanders,18-64
Vinciane,2015,female,wallonia,18-64
Jeffrey,2014,male,flanders,18-64
Robin,2012,male,wallonia,0-17
Aurélien,2012,male,wallonia,18-64
Danielle,2010,female,flanders,18-64
Karine,2009,female,wallonia,18-64
Noa,2006,male,wallonia,0-17
Michel,2003,male,brussels,18-64
William,2002,male,wallonia,18-64
Mathias,2002,male,flanders,0-17
Irma,2001,female,flanders,65-inf
Michael,2001,male,wallonia,18-64
Maryline,1997,female,wallonia,18-64
Michelle,1997,female,flanders,18-64
Alexis,1994,male,wallonia,18-64
Natacha,1992,female,wallonia,18-64
Michel,1991,male,brussels,65-inf
Yanis,1991,male,wallonia,0-17
Eliane,1987,female,wallonia,65-inf
Bernard,1986,male,flanders,65-inf
Samuel,1983,male,wallonia,0-17
Deborah,1982,female,flanders,18-64
Janne,1975,female,flanders,0-17
Elisa,1972,female,flanders,65-inf
Laurence,1971,female,flanders,18-64
Tibo,1971,male,flanders,0-17
Lydia,1969,female,flanders,18-64
Laurent,1969,male,brussels,18-64
Germaine,1968,female,flanders,65-inf
Barbara,1968,female,wallonia,18-64
Jennifer,1965,female,flanders,18-64
Anouk,1963,female,flanders,18-64
Michelle,1961,female,wallonia,65-inf
Christina,1960,female,flanders,18-64
Margareta,1954,female,flanders,65-inf
Sylvain,1953,male,wallonia,18-64
Jelle,1953,male,flanders,0-17
Noa,1953,female,flanders,0-17
Rob,1949,male,flanders,18-64
Henri,1948,male,flanders,18-64
Bertrand,1948,male,wallonia,18-64
Johannes,1947,male,flanders,65-inf
Roland,1945,male,wallonia,65-inf
Vincent,1945,male,brussels,18-64
Odette,1943,female,wallonia,65-inf
Giuseppe,1940,male,wallonia,65-inf
Joost,1939,male,flanders,18-64
Ali,1937,male,brussels,18-64
Ken,1934,male,flanders,18-64
Alexis,1931,male,wallonia,0-17
Helena,1931,female,flanders,0-17
Gisèle,1930,female,wallonia,65-inf
Andrea,1929,female,flanders,65-inf
Simone,1929,female,wallonia,65-inf
Geneviève,1929,female,wallonia,65-inf
Freddy,1929,male,wallonia,65-inf
Fabien,1928,male,wallonia,18-64
Catherine,1923,female,brussels,18-64
Inès,1921,female,wallonia,0-17
Marie,1921,female,wallonia,0-17
Mathys,1914,male,wallonia,0-17
Viktor,1913,male,flanders,0-17
August,1913,male,flanders,65-inf
Léo,1912,male,wallonia,0-17
Julie,1910,female,brussels,18-64
Godelieva,1910,female,flanders,65-inf
Thibaut,1907,male,wallonia,18-64
Manuel,1903,male,wallonia,18-64
Alexandre,1902,male,brussels,18-64
Alicia,1898,female,wallonia,18-64
Charles,1895,male,flanders,65-inf
Justine,1895,female,flanders,18-64
Timéo,1895,male,wallonia,0-17
Bertha,1895,female,flanders,65-inf
Sofia,1894,female,wallonia,0-17
Lars,1893,male,flanders,18-64
Christophe,1890,male,brussels,18-64
Jocelyne,1890,female,wallonia,18-64
Emmanuel,1889,male,flanders,18-64
Agnès,1886,female,flanders,65-inf
Emile,1885,male,wallonia,65-inf
Philippe,1878,male,flanders,65-inf
Lindsay,1877,female,flanders,18-64
Elisabeth,1877,female,wallonia,65-inf
Yannick,1877,male,wallonia,18-64
José,1876,female,flanders,65-inf
Marina,1875,female,wallonia,18-64
Jean-Pierre,1875,male,flanders,65-inf
Robin,1875,male,wallonia,18-64
Michèle,1875,female,flanders,18-64
Ana,1874,female,brussels,18-64
Hugo,1873,male,wallonia,18-64
Gaston,1872,male,flanders,65-inf
Gunter,1870,male,flanders,18-64
Gilbert,1870,male,wallonia,65-inf
Frédéric,1869,male,brussels,18-64
Wilfried,1868,male,flanders,18-64
Sonia,1866,female,flanders,65-inf
Nicole,1865,female,brussels,65-inf
Laurie,1864,female,wallonia,18-64
Carmen,1859,female,flanders,18-64
Elisabeth,1854,female,wallonia,18-64
Eric,1850,male,brussels,18-64
Renée,1848,female,flanders,0-17
Brigitte,1847,female,wallonia,65-inf
Johanna,1847,female,flanders,18-64
Jean-Philippe,1846,male,wallonia,18-64
Suzanna,1845,female,flanders,65-inf
Florent,1845,male,wallonia,18-64
Marcella,1841,female,flanders,65-inf
Thérèse,1839,female,wallonia,65-inf
Lucienne,1837,female,wallonia,65-inf
Véronique,1835,female,brussels,18-64
Axel,1834,male,flanders,18-64
Leopold,1830,male,flanders,65-inf
Rita,1830,female,wallonia,65-inf
Niels,1829,male,flanders,0-17
Roos,1827,female,flanders,0-17
Ines,1821,female,flanders,18-64
Albert,1818,male,flanders,18-64
Yves,1817,male,wallonia,65-inf
Willem,1817,male,flanders,65-inf
Anne-Marie,1814,female,wallonia,18-64
Frans,1814,male,flanders,18-64
Marie-Claire,1814,female,wallonia,65-inf
Estelle,1813,female,wallonia,18-64
Rachid,1811,male,flanders,18-64
Emilie,1810,female,flanders,18-64
Giulia,1801,female,wallonia,0-17
Lorenzo,1800,male,flanders,18-64
Hannelore,1797,female,flanders,18-64
Miranda,1797,female,flanders,18-64
Anne-Marie,1796,female,flanders,65-inf
Jacqueline,1796,female,flanders,18-64
Jack,1792,male,flanders,0-17
Naomi,1792,female,flanders,18-64
Quinten,1791,male,flanders,18-64
Romane,1790,female,wallonia,0-17
Julienne,1790,female,flanders,65-inf
Ibrahim,1790,male,flanders,18-64
Adrien,1787,male,wallonia,0-17
Caroline,1785,female,brussels,18-64
Logan,1784,male,wallonia,18-64
Lewis,1784,male,flanders,0-17
Mehmet,1783,male,flanders,18-64
Lisa,1781,female,wallonia,0-17
Danielle,1781,female,flanders,65-inf
Maxime,1781,male,flanders,0-17
David,1780,male,flanders,0-17
Samira,1779,female,flanders,18-64
Mohammad,1778,male,flanders,18-64
Lisa,1778,female,wallonia,18-64
Raymonde,1776,female,wallonia,65-inf
Felix,1775,male,flanders,0-17
Sander,1774,male,flanders,0-17
Henriette,1773,female,flanders,65-inf
Claudine,1771,female,flanders,65-inf
Bernadette,1770,female,flanders,18-64
Anaïs,1769,female,wallonia,0-17
Giovanni,1768,male,flanders,18-64
Marieke,1767,female,flanders,18-64
Cecilia,1765,female,flanders,65-inf
Mohammed,1764,male,wallonia,18-64
Romain,1763,male,flanders,65-inf
Ronny,1761,male,flanders,65-inf
Lily,1761,female,flanders,0-17
Liv,1760,female,flanders,0-17
Thibault,1756,male,wallonia,18-64
Irena,1753,female,flanders,65-inf
Jarne,1751,male,flanders,0-17
Margaux,1750,female,wallonia,18-64
René,1750,male,wallonia,18-64
Fernand,1747,male,wallonia,65-inf
Léa,1747,female,wallonia,18-64
Tom,1743,male,wallonia,18-64
Brent,1742,male,flanders,0-17
Jenny,1741,female,flanders,18-64
Francesco,1741,male,wallonia,18-64
Valentine,1740,female,wallonia,18-64
Rita,1736,female,wallonia,18-64
Jacques,1735,male,flanders,18-64
Kaat,1734,female,flanders,0-17
Samuel,1734,male,flanders,18-64
Arthur,1733,male,flanders,18-64
Jochen,1732,male,flanders,18-64
Marguerite,1731,female,flanders,65-inf
Eva,1726,female,flanders,0-17
Alessio,1724,male,wallonia,0-17
Ivan,1724,male,flanders,65-inf
Henri,1723,male,wallonia,18-64
Maaike,1722,female,flanders,18-64
Roger,1722,male,wallonia,18-64
Anne,1721,female,brussels,65-inf
Melissa,1718,female,wallonia,18-64
Marcel,1717,male,wallonia,18-64
Wendy,1717,female,wallonia,18-64
Josepha,1716,female,flanders,65-inf
Patricia,1715,female,brussels,18-64
Christiane,1712,female,brussels,65-inf
Tristan,1711,male,flanders,0-17
Jacques,1711,male,brussels,65-inf
Rachid,1710,male,brussels,18-64
Arthur,1707,male,wallonia,18-64
Nolan,1707,male,wallonia,0-17
Maryse,1703,female,wallonia,18-64
Ana,1698,female,flanders,18-64
Josiane,1696,female,wallonia,18-64
Roland,1693,male,wallonia,18-64
Nathan,1693,male,flanders,18-64
Nore,1692,female,flanders,0-17
Gabrielle,1690,female,flanders,65-inf
Youssef,1690,male,brussels,18-64
Erika,1690,female,flanders,18-64
Ghislaine,1688,female,wallonia,65-inf
Alice,1688,female,flanders,0-17
Roland,1687,male,flanders,18-64
Julia,1687,female,wallonia,0-17
Mohamed,1686,male,brussels,65-inf
Rebecca,1685,female,flanders,18-64
Irène,1684,female,wallonia,65-inf
Thijs,1683,male,flanders,18-64
Carlo,1682,male,flanders,18-64
Eliane,1682,female,flanders,65-inf
Mohamed,1682,male,wallonia,0-17
Jeanine,1680,female,wallonia,65-inf
Lina,1678,female,wallonia,0-17
William,1678,male,wallonia,0-17
José,1675,male,flanders,18-64
Maxence,1671,male,wallonia,0-17
Merel,1669,female,flanders,0-17
Dany,1667,male,wallonia,18-64
Aaron,1667,male,wallonia,0-17
Martin,1666,male,flanders,65-inf
Pauline,1662,female,flanders,18-64
Aaron,1662,male,flanders,0-17
Ludivine,1659,female,wallonia,18-64
Cas,1659,male,flanders,0-17
Pieter-Jan,1659,male,flanders,18-64
Gregory,1658,male,wallonia,18-64
Bernadette,1655,female,flanders,65-inf
Valentin,1655,male,wallonia,0-17
Clément,1654,male,wallonia,18-64
Oscar,1651,male,flanders,0-17
Ginette,1649,female,wallonia,65-inf
Marie-France,1645,female,wallonia,18-64
Dany,1645,male,flanders,18-64
Aline,1642,female,flanders,18-64
Pieter,1642,male,flanders,65-inf
Mia,1640,female,wallonia,0-17
Zoë,1640,female,flanders,18-64
Francine,1638,female,flanders,18-64
Gerarda,1636,female,flanders,65-inf
Emile,1634,male,flanders,0-17
Noémie,1632,female,wallonia,0-17
Marlies,1632,female,flanders,18-64
Sem,1631,male,flanders,0-17
Nina,1630,female,wallonia,0-17
Gilberte,1629,female,wallonia,65-inf
Christina,1628,female,flanders,65-inf
Senne,1623,male,flanders,18-64
Kristine,1622,female,flanders,18-64
Lindsay,1620,female,wallonia,18-64
Manuel,1619,male,flanders,18-64
Julien,1619,male,brussels,18-64
Mohammed,1619,male,flanders,0-17
Marie-Jeanne,1616,female,flanders,65-inf
Julien,1615,male,wallonia,0-17
Jens,1615,male,flanders,0-17
Micheline,1613,female,flanders,65-inf
Geoffrey,1612,male,flanders,18-64
Thierry,1611,male,brussels,18-64
Antoon,1611,male,flanders,65-inf
Océane,1605,female,wallonia,0-17
Jean-Louis,1602,male,wallonia,18-64
Sofia,1596,female,flanders,0-17
Clara,1596,female,wallonia,18-64
Cathy,1594,female,flanders,18-64
Patrick,1593,male,wallonia,65-inf
Natascha,1591,female,flanders,18-64
Hélène,1590,female,wallonia,65-inf
Martijn,1589,male,flanders,18-64
Kaat,1589,female,flanders,18-64
Katty,1586,female,wallonia,18-64
Adeline,1584,female,wallonia,18-64
Bastien,1583,male,wallonia,18-64
Maud,1579,female,wallonia,18-64
Fanny,1578,female,flanders,18-64
Angelo,1571,male,wallonia,18-64
Mona,1567,female,flanders,0-17
Mario,1564,male,wallonia,18-64
Valérie,1561,female,brussels,18-64
Marie-Louise,1561,female,wallonia,65-inf
Colette,1560,female,wallonia,18-64
Catharina,1558,female,flanders,18-64
Manon,1555,female,flanders,18-64
Yolande,1555,female,flanders,65-inf
Said,1552,male,flanders,18-64
Jef,1551,male,flanders,0-17
Julien,1551,male,flanders,18-64
Noé,1547,male,wallonia,0-17
John,1546,male,wallonia,18-64
Juliette,1545,female,flanders,65-inf
Robin,1543,male,flanders,0-17
Agnes,1542,female,flanders,18-64
William,1542,male,flanders,65-inf
Gerrit,1541,male,flanders,18-64
Natasja,1541,female,flanders,18-64
Gina,1540,female,flanders,18-64
Magdalena,1540,female,flanders,18-64
Johanna,1540,female,flanders,65-inf
Pauline,1539,female,wallonia,0-17
Sébastien,1538,male,brussels,18-64
Kelly,1535,female,wallonia,18-64
Cyril,1534,male,wallonia,18-64
Léna,1534,female,wallonia,0-17
Mariette,1533,female,wallonia,65-inf
Margaux,1532,female,wallonia,0-17
Richard,1529,male,flanders,65-inf
Lilou,1528,female,wallonia,0-17
Matteo,1528,male,wallonia,0-17
Armand,1526,male,flanders,65-inf
Miguel,1525,male,flanders,18-64
Betty,1524,female,flanders,18-64
Lina,1524,female,brussels,0-17
Katrijn,1523,female,flanders,18-64
Lou,1519,male,flanders,0-17
Marion,1518,female,wallonia,0-17
Jeannine,1518,female,flanders,18-64
Jarne,1518,male,flanders,18-64
Yvan,1517,male,flanders,18-64
Alison,1515,female,wallonia,18-64
Huguette,1514,female,flanders,65-inf
Leona,1513,female,flanders,65-inf
Jayden,1512,male,flanders,0-17
Liliane,1512,female,wallonia,18-64
Maïté,1511,female,wallonia,18-64
